clustering_a2q,eigencentrality_a2q,pageranks_a2q,closnesscentrality_a2q,harmonicclosnesscentrality_a2q,betweenesscentrality_a2q,clustering_c2a,eigencentrality_c2a,pageranks_c2a,closnesscentrality_c2a,harmonicclosnesscentrality_c2a,betweenesscentrality_c2a,clustering_c2q,clustering_c2q,eigencentrality_c2q,pageranks_c2q,closnesscentrality_c2q,harmonicclosnesscentrality_c2q,betweenesscentrality_c2q
0.166667,0.041389,0.000207,0,0,0,0,0,0.000112,0.455556,0.485772,0,0,0,0,0.000112,0.455556,0.485772,0
0.055556,0.054734,0.000256,1,1,18.916667,0,0.004126,0.000161,1,1,0.5,0,0,0.004126,0.000161,1,1,0.5
0.057895,0.177904,0.000622,0,0,0,0.2,0.009258,0.000112,0.636364,0.761905,0,0.2,0.2,0.009258,0.000112,0.636364,0.761905,0
0,0.003937,0.000155,0,0,0,0.166667,0.068622,0.000246,0.666667,0.75,10,0.166667,0.166667,0.068622,0.000246,0.666667,0.75,10
0.113636,0.095378,0.00042,0,0,0,0.5,0.009258,0.000112,1,1,0,0.5,0.5,0.009258,0.000112,1,1,0
0,0.010707,0.000175,0,0,0,0.333333,0.063461,0.000166,0,0,0,0.333333,0.333333,0.063461,0.000166,0,0,0
0,0.067504,0.000231,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.233333,0.023819,0.000206,0.351351,0.429487,59.5,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.333333,0.013637,0.000162,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.1,0.033578,0.000207,0.8,0.875,48.233333,0.333333,0.009258,0.000112,1,1,0,0.333333,0.333333,0.009258,0.000112,1,1,0
0,0.003937,0.000155,0.397436,0.510215,15.5,0.5,0.02596,0.000145,0,0,0,0.5,0.5,0.02596,0.000145,0,0,0
0.142857,0.086267,0.000179,0,0,0,0.25,0.077208,0.000167,0,0,0,0.25,0.25,0.077208,0.000167,0,0,0
0.2,0.037168,0.000196,0,0,0,0.5,0.009258,0.000112,1,1,0,0.5,0.5,0.009258,0.000112,1,1,0
0.5,0.003937,0.000155,1,1,0,0.5,0.02596,0.000161,0,0,0,0.5,0.5,0.02596,0.000161,0,0,0
0.25,0.002832,0.000152,0.714286,0.8,0,0.004274,0,0.000112,0.75,0.863426,0,0.004274,0.004274,0,0.000112,0.75,0.863426,0
0.057932,0.002832,0.000152,0.345813,0.418756,0,0.25,0.035218,0.000121,0.75,0.833333,3,0.25,0.25,0.035218,0.000121,0.75,0.833333,3
0.122222,0.082558,0.000231,0,0,0,0.333333,0.035218,0.000126,0,0,0,0.333333,0.333333,0.035218,0.000126,0,0,0
0.166667,0.048325,0.000274,0,0,0,0.25,0.075686,0.000163,0,0,0,0.25,0.25,0.075686,0.000163,0,0,0
0.125,0.039254,0.000178,1,1,39.502778,0.25,0.06232,0.000249,0,0,0,0.25,0.25,0.06232,0.000249,0,0,0
0.055147,0.207819,0.000468,0,0,0,0.25,0.035218,0.000116,1,1,3,0.25,0.25,0.035218,0.000116,1,1,3
0.053191,0.43205,0.00068,0.882353,0.933333,1389.755271,0.166667,0.23886,0.000217,0,0,0,0.166667,0.166667,0.23886,0.000217,0,0,0
0,0.041774,0.000219,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.010638,0.002832,0.000156,0.567901,0.716304,45.166667,0,0,0.000112,1,1,0,0,0,0,0.000112,1,1,0
0.133333,0.040547,0.000182,0.473684,0.537037,92.640873,0,0.004126,0.000132,0,0,0,0,0,0.004126,0.000132,0,0,0
0.02987,0.636139,0.001877,1,1,226.916667,0,0.004126,0.000132,0,0,0,0,0,0.004126,0.000132,0,0,0
0,0.005664,0.000163,0,0,0,0.5,0.018516,0.000132,0,0,0,0.5,0.5,0.018516,0.000132,0,0,0
0.142857,0.030045,0.00024,0,0,0,0.5,0.018516,0.000132,0,0,0,0.5,0.5,0.018516,0.000132,0,0,0
0.160714,0.059281,0.000217,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.071429,0.076555,0.000351,1,1,9.961111,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.015478,0.00024,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.113636,0.15731,0.000416,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.333333,0.010012,0.00016,1,1,3.166667,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.142857,0.029292,0.000421,0,0,0,0.142857,0.070905,0.000172,1,1,19,0.142857,0.142857,0.070905,0.000172,1,1,19
0.013889,0.09308,0.000462,0,0,0,0.333333,0.009258,0.000112,0.75,0.833333,0,0.333333,0.333333,0.009258,0.000112,0.75,0.833333,0
0,0,0.000152,1,1,0,0.25,0.167564,0.000213,0,0,0,0.25,0.25,0.167564,0.000213,0,0,0
0.033333,0,0.000152,0.5,0.571429,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.001915,0.000175,1,1,1,0,0,0.000112,1,1,0,0,0,0,0.000112,1,1,0
0.5,0.005664,0.000175,0,0,0,0.25,0.05192,0.000184,0,0,0,0.25,0.25,0.05192,0.000184,0,0,0
0.090909,0.157041,0.000457,0,0,0,0.333333,0.009258,0.000112,0.625,0.7,0,0.333333,0.333333,0.009258,0.000112,0.625,0.7,0
0,0,0.000152,0.473684,0.54321,0,0.2,0.042662,0.00017,1,1,6,0.2,0.2,0.042662,0.00017,1,1,6
0.096154,0.104635,0.000303,0,0,0,0.5,0.02596,0.000145,0,0,0,0.5,0.5,0.02596,0.000145,0,0,0
0.070175,0.166078,0.000576,1,1,280.329711,0.5,0.009258,0.000112,1,1,0,0.5,0.5,0.009258,0.000112,1,1,0
0.088235,0.36712,0.000875,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0,0.000152,0.909091,0.95,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.166667,0.026813,0.000188,1,1,27.5,0.5,0.009258,0.000112,1,1,0,0.5,0.5,0.009258,0.000112,1,1,0
0.089744,0.095297,0.000473,0,0,0,0.5,0.02596,0.000161,0,0,0,0.5,0.5,0.02596,0.000161,0,0,0
0,0.029654,0.000301,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.065359,0.156905,0.000617,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.047101,0.247293,0.000825,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.333333,0.01251,0.000168,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.051948,0.161076,0.000983,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.152778,0.082663,0.000272,1,1,16.078571,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.043478,0.0242,0.000159,0.344828,0.4105,535.284919,0.333333,0.061149,0.000218,0,0,0,0.333333,0.333333,0.061149,0.000218,0,0,0
0.152778,0.009678,0.000156,0.42,0.56746,9.902381,0.333333,0.060506,0.000122,0,0,0,0.333333,0.333333,0.060506,0.000122,0,0,0
0.045161,0.009678,0.000156,0.325536,0.377778,147.621365,0.25,0.069764,0.000133,0,0,0,0.25,0.25,0.069764,0.000133,0,0,0
0.087302,0.245523,0.000382,0.516667,0.596774,1076.572251,0,0.021834,0.000115,1,1,0.5,0,0,0.021834,0.000115,1,1,0.5
0.125,0.009678,0.000156,0.28827,0.340476,28.15119,0.5,0.043804,0.000115,0,0,0,0.5,0.5,0.043804,0.000115,0,0,0
0,0.017346,0.000205,0,0,0,0.2,0.043804,0.000115,1,1,9,0.2,0.2,0.043804,0.000115,1,1,9
0,0.008117,0.000158,1,1,5,0.25,0.043804,0.000115,1,1,6,0.25,0.25,0.043804,0.000115,1,1,6
0.2,0.021491,0.000169,0,0,0,0,0.036224,0.00012,0,0,0,0,0,0.036224,0.00012,0,0,0
0.136364,0.049164,0.000243,0.636364,0.714286,47.95,0.142857,0.043804,0.000115,0.611111,0.712121,25.5,0.142857,0.142857,0.043804,0.000115,0.611111,0.712121,25.5
0.1,0.128898,0.000463,0,0,0,0.333333,0.060506,0.000148,0,0,0,0.333333,0.333333,0.060506,0.000148,0,0,0
0.037634,0.002832,0.000152,0.360825,0.47381,0,0,0.021834,0.000115,0,0,0,0,0,0.021834,0.000115,0,0,0
0.3,0.006769,0.000157,0.466667,0.630952,1,0.2,0.060506,0.00012,0.475,0.517544,70.5,0.2,0.2,0.060506,0.00012,0.475,0.517544,70.5
0,0.002832,0.000157,0,0,0,0.5,0.043804,0.000115,0,0,0,0.5,0.5,0.043804,0.000115,0,0,0
0,0.002832,0.000157,0,0,0,0.166667,0.043804,0.000115,0.777778,0.857143,11.5,0.166667,0.166667,0.043804,0.000115,0.777778,0.857143,11.5
0.095238,0.019923,0.000184,1,1,5.25,0,0.021834,0.000115,0,0,0,0,0,0.021834,0.000115,0,0,0
0.333333,0.014096,0.00016,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.011328,0.000176,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.122222,0.148896,0.000373,0,0,0,0,0,0.000112,0.666667,0.75,0,0,0,0,0.000112,0.666667,0.75,0
0.076923,0.083678,0.00034,0,0,0,0.333333,0.018516,0.000211,1,1,1,0.333333,0.333333,0.018516,0.000211,1,1,1
0.142857,0.141973,0.000327,0,0,0,0,0,0.000112,0.8,0.875,0,0,0,0,0.000112,0.8,0.875,0
0,0.020739,0.000184,0,0,0,0,0,0.000112,1,1,0,0,0,0,0.000112,1,1,0
0,0.020447,0.000202,0,0,0,0.125,0.113479,0.000278,0,0,0,0.125,0.125,0.113479,0.000278,0,0,0
0.333333,0.010707,0.000164,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.082418,0.129514,0.000355,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.25,0.020204,0.000163,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.2,0.020204,0.000196,1,1,38.6,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.25,0.014644,0.000176,0,0,0,0,0,0.000112,0.666667,0.805556,0,0,0,0,0.000112,0.666667,0.805556,0
0,0,0.000152,1,1,0,0.333333,0.035218,0.000144,0,0,0,0.333333,0.333333,0.035218,0.000144,0,0,0
0,0.001915,0.00017,0,0,0,0.333333,0.018516,0.000137,0.666667,0.75,2,0.333333,0.333333,0.018516,0.000137,0.666667,0.75,2
0.125,0.059787,0.000471,0,0,0,0.043478,0.009258,0.000112,0.541353,0.633102,0,0.043478,0.043478,0.009258,0.000112,0.541353,0.633102,0
0.142857,0.042324,0.000234,0,0,0,0.5,0.02596,0.000116,0,0,0,0.5,0.5,0.02596,0.000116,0,0,0
0.333333,0.009601,0.000171,0,0,0,0.5,0.02596,0.000116,0,0,0,0.5,0.5,0.02596,0.000116,0,0,0
0.089744,0.084382,0.000259,1,1,38.333333,0.5,0.02596,0.000116,0,0,0,0.5,0.5,0.02596,0.000116,0,0,0
0.2,0.028317,0.000235,0,0,0,0.25,0.077208,0.000157,0,0,0,0.25,0.25,0.077208,0.000157,0,0,0
0,0.021479,0.000162,0,0,0,0.142857,0.02596,0.000116,0.647059,0.727273,5.5,0.142857,0.142857,0.02596,0.000116,0.647059,0.727273,5.5
0.2,0.028052,0.000174,1,1,4,0.5,0.02596,0.000116,0,0,0,0.5,0.5,0.02596,0.000116,0,0,0
0.02381,0.002832,0.000158,0.466667,0.575397,10.57619,0.333333,0.02596,0.000116,1,1,1,0.333333,0.333333,0.02596,0.000116,1,1,1
0.125,0.06134,0.000251,1,1,70.233333,0.25,0.042662,0.000122,0.666667,0.75,4,0.25,0.25,0.042662,0.000122,0.666667,0.75,4
0.122222,0.013539,0.00017,0.511628,0.598485,44.083333,0.2,0.08351,0.000247,0,0,0,0.2,0.2,0.08351,0.000247,0,0,0
0,0.002832,0.000158,0.75,0.833333,10.5,0.333333,0.042662,0.000141,0,0,0,0.333333,0.333333,0.042662,0.000141,0,0,0
0.114379,0.105094,0.000318,0.588235,0.716667,425.903608,0.5,0.02596,0.000116,0,0,0,0.5,0.5,0.02596,0.000116,0,0,0
0.2,0.025149,0.000164,1,1,23,0.1,0.314448,0.000464,0,0,0,0.1,0.1,0.314448,0.000464,0,0,0
0,0.010089,0.000174,0,0,0,0.333333,0.050106,0.00012,0,0,0,0.333333,0.333333,0.050106,0.00012,0,0,0
0.125,0.060865,0.000198,0,0,0,0.333333,0.02596,0.000116,1,1,1,0.333333,0.333333,0.02596,0.000116,1,1,1
0.25,0.002832,0.000152,0.5,0.62037,0,0.090909,0.009258,0.000112,0.648649,0.729167,0,0.090909,0.090909,0.009258,0.000112,0.648649,0.729167,0
0.102564,0.056118,0.000307,1,1,268.707692,0.25,0.059364,0.000176,0,0,0,0.25,0.25,0.059364,0.000176,0,0,0
0.2,0.002832,0.000152,0.833333,0.9,0,0.142857,0.174453,0.000237,0,0,0,0.142857,0.142857,0.174453,0.000237,0,0,0
0.333333,0.019398,0.000294,0,0,0,0.090909,0.141049,0.000254,1,1,56,0.090909,0.090909,0.141049,0.000254,1,1,56
0,0.002832,0.00018,1,1,1,0.333333,0.042662,0.000121,0,0,0,0.333333,0.333333,0.042662,0.000121,0,0,0
0.5,0.006769,0.00018,0,0,0,0.5,0.02596,0.00012,0,0,0,0.5,0.5,0.02596,0.00012,0,0,0
0,0.014491,0.000281,0,0,0,0.166667,0.085324,0.000198,0,0,0,0.166667,0.166667,0.085324,0.000198,0,0,0
0.050725,0.002832,0.000152,0.302795,0.349184,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.07619,0.105856,0.000383,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.333333,0.009601,0.000161,0,0,0,0.5,0.009258,0.000112,1,1,0,0.5,0.5,0.009258,0.000112,1,1,0
0.166667,0.006769,0.000158,0.666667,0.75,5.7,0.333333,0.009258,0.000112,1,1,0,0.333333,0.333333,0.009258,0.000112,1,1,0
0.039886,0.006769,0.000158,0.290151,0.358978,72.721429,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.004747,0.000167,0,0,0,0.5,0.061647,0.000138,0,0,0,0.5,0.5,0.061647,0.000138,0,0,0
0.190476,0.019198,0.000209,1,1,15,0.25,0.061647,0.000138,1,1,8.5,0.25,0.25,0.061647,0.000138,1,1,8.5
0.2,0.021971,0.000175,0,0,0,0,0,0.000112,0.45098,0.57971,0,0,0,0,0.000112,0.45098,0.57971,0
0.122222,0.127725,0.00042,0,0,0,0.5,0.018516,0.000126,0,0,0,0.5,0.5,0.018516,0.000126,0,0,0
0.2,0.021767,0.000223,0,0,0,0.333333,0.042662,0.00013,0,0,0,0.333333,0.333333,0.042662,0.00013,0,0,0
0.142857,0.07418,0.000534,1,1,17.833333,0.25,0.018516,0.000126,0.75,0.833333,3,0.25,0.25,0.018516,0.000126,0.75,0.833333,3
0.142857,0.044679,0.000248,0,0,0,0,0,0.000112,0.666667,0.75,0,0,0,0,0.000112,0.666667,0.75,0
0,0.003937,0.000157,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.5,0.008088,0.000157,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.062092,0.10331,0.000303,0,0,0,0.142857,0.245326,0.000342,1,1,20.5,0.142857,0.142857,0.245326,0.000342,1,1,20.5
0,0.008117,0.000161,1,1,3,0.2,0.222159,0.000429,0,0,0,0.2,0.2,0.222159,0.000429,0,0,0
0.25,0.014857,0.00016,1,1,3,0.111111,0.009258,0.000112,0.488889,0.55303,0,0.111111,0.111111,0.009258,0.000112,0.488889,0.55303,0
0.057143,0.257285,0.000659,1,1,381.571429,0.333333,0.035218,0.000137,0,0,0,0.333333,0.333333,0.035218,0.000137,0,0,0
0,0.006769,0.000171,0,0,0,0.333333,0.042662,0.000143,0,0,0,0.333333,0.333333,0.042662,0.000143,0,0,0
0.25,0.01092,0.000163,1,1,3,0.034483,0.042662,0.000143,0.782609,0.861111,72,0.034483,0.034483,0.042662,0.000143,0.782609,0.861111,72
0.05,0.015346,0.000199,1,1,4.7,0.5,0.02596,0.000123,0,0,0,0.5,0.5,0.02596,0.000123,0,0,0
0.027778,0.062868,0.000391,0,0,0,0,0,0.000112,0.425532,0.455556,0,0,0,0,0.000112,0.425532,0.455556,0
0.05,0.023941,0.000178,1,1,4,0.022727,0.018516,0.000211,0.728395,0.847458,59,0.022727,0.022727,0.018516,0.000211,0.728395,0.847458,59
0.142857,0.038133,0.0002,1,1,75.496825,0.066667,0.009258,0.000112,0.888889,0.9375,0,0.066667,0.066667,0.009258,0.000112,0.888889,0.9375,0
0.142857,0.015151,0.00018,1,1,14,0.333333,0.042662,0.000128,0,0,0,0.333333,0.333333,0.042662,0.000128,0,0,0
0.138889,0.145586,0.000353,1,1,184.016667,0.5,0.02596,0.000118,0,0,0,0.5,0.5,0.02596,0.000118,0,0,0
0.036364,0.09364,0.00053,1,1,36.309524,0.333333,0.042662,0.000121,0,0,0,0.333333,0.333333,0.042662,0.000121,0,0,0
0.02381,0.036883,0.000252,0,0,0,0.5,0.02596,0.000118,0,0,0,0.5,0.5,0.02596,0.000118,0,0,0
0.020468,0,0.000152,0.42623,0.488675,0,0.5,0.02596,0.000118,0,0,0,0.5,0.5,0.02596,0.000118,0,0,0
0.007576,0.008577,0.000181,0.833333,0.9,32.666667,0.333333,0.042662,0.000119,0,0,0,0.333333,0.333333,0.042662,0.000119,0,0,0
0.010769,0.004747,0.000167,0.643836,0.744681,73.333333,0.017857,0,0.000112,0.538462,0.619048,0,0.017857,0.017857,0,0.000112,0.538462,0.619048,0
0.1,0.080131,0.000281,1,1,70.366667,0.166667,0.07788,0.00025,0,0,0,0.166667,0.166667,0.07788,0.00025,0,0,0
0,0.082187,0.000209,0,0,0,0.25,0.018516,0.000124,1,1,2,0.25,0.25,0.018516,0.000124,1,1,2
0.118182,0.186265,0.000315,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.017544,0.001915,0.00016,0.495652,0.606725,29.25,0,0,0.000112,1,1,0,0,0,0,0.000112,1,1,0
0.009091,0.001915,0.00016,0.54902,0.64881,15.833333,0.1,0.009258,0.000112,0.425,0.554902,0,0.1,0.1,0.009258,0.000112,0.425,0.554902,0
0.078947,0.032464,0.000218,0.477876,0.580864,440.48658,0.25,0.059364,0.000134,0,0,0,0.25,0.25,0.059364,0.000134,0,0,0
0.125,0.052122,0.00026,1,1,7.65,0,0.009258,0.000122,0,0,0,0,0,0.009258,0.000122,0,0,0
0,0,0.000152,1,1,0,0.25,0.087607,0.000134,0,0,0,0.25,0.25,0.087607,0.000134,0,0,0
0,0.002832,0.000152,0,0,0,0,0.036495,0.00017,0,0,0,0,0,0.036495,0.00017,0,0,0
0,0.013651,0.000242,0.666667,0.75,6.955357,0.166667,0.191635,0.000208,1,1,11,0.166667,0.166667,0.191635,0.000208,1,1,11
0.1,0.143978,0.000457,0.769231,0.85,643.598764,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.003673,0.000166,0,0,0,0.5,0.033404,0.000128,0,0,0,0.5,0.5,0.033404,0.000128,0,0,0
0.048913,0.002832,0.000152,0.359375,0.429791,0,0.333333,0.033404,0.000128,0.666667,0.75,4,0.333333,0.333333,0.033404,0.000128,0.666667,0.75,4
0.02381,0.004747,0.000159,1,1,6.7,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.1,0.006769,0.000158,0.460674,0.538618,25,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.125,0.006769,0.000158,0.462963,0.58,16.5,0.333333,0.009258,0.000112,0.75,0.833333,0,0.333333,0.333333,0.009258,0.000112,0.75,0.833333,0
0.25,0.013539,0.00021,0,0,0,0.2,0.076066,0.000201,0,0,0,0.2,0.2,0.076066,0.000201,0,0,0
0.129167,0.286812,0.00052,0,0,0,0.333333,0.042662,0.00015,1,1,1,0.333333,0.333333,0.042662,0.00015,1,1,1
0,0.002832,0.000152,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.038324,0.002832,0.000152,0.359773,0.440354,0,0.5,0.009258,0.000112,1,1,0,0.5,0.5,0.009258,0.000112,1,1,0
0.125,0.096825,0.000243,0,0,0,0,0,0.000112,1,1,0,0,0,0,0.000112,1,1,0
0.125,0.044274,0.000189,1,1,52,0.333333,0.188362,0.000284,0,0,0,0.333333,0.333333,0.188362,0.000284,0,0,0
0,0.015342,0.000333,1,1,11.9,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.2,0.017961,0.000166,0,0,0,0.5,0.009258,0.000112,1,1,0,0.5,0.5,0.009258,0.000112,1,1,0
0,0.020407,0.000197,0,0,0,0.333333,0.009258,0.000112,1,1,0,0.333333,0.333333,0.009258,0.000112,1,1,0
0,0.010512,0.000163,0,0,0,0.5,0.009258,0.000112,1,1,0,0.5,0.5,0.009258,0.000112,1,1,0
0.2,0.021971,0.000165,0,0,0,0.090909,0.009258,0.000112,0.736842,0.845238,0,0.090909,0.090909,0.009258,0.000112,0.736842,0.845238,0
0.2,0.002832,0.000152,1,1,0,0.25,0.02596,0.000121,1,1,2,0.25,0.25,0.02596,0.000121,1,1,2
0.033333,0.015535,0.000252,0,0,0,0.333333,0.063461,0.000126,0,0,0,0.333333,0.333333,0.063461,0.000126,0,0,0
0.5,0.006769,0.00018,0,0,0,0.5,0.02596,0.000121,0,0,0,0.5,0.5,0.02596,0.000121,0,0,0
0.080952,0.077005,0.000519,0,0,0,0.5,0.02596,0.000121,0,0,0,0.5,0.5,0.02596,0.000121,0,0,0
0.5,0.0086,0.00017,0,0,0,0.5,0.02596,0.000121,0,0,0,0.5,0.5,0.02596,0.000121,0,0,0
0.098485,0.023851,0.000178,0.398601,0.47076,85.865512,0,0,0.000112,1,1,0,0,0,0,0.000112,1,1,0
0,0.018964,0.000164,0,0,0,0.005263,0,0.000112,0.916667,0.954545,0,0.005263,0.005263,0,0.000112,0.916667,0.954545,0
0,0.011759,0.000162,0,0,0,0.5,0.018516,0.000117,0,0,0,0.5,0.5,0.018516,0.000117,0,0,0
0.036364,0.093866,0.000419,1,1,129.076923,0.2,0.061178,0.00023,0,0,0,0.2,0.2,0.061178,0.00023,0,0,0
0.5,0.012324,0.000158,0,0,0,0,0.008252,0.000166,0,0,0,0,0,0.008252,0.000166,0,0,0
0,0.036412,0.000205,0,0,0,0.25,0.037032,0.000249,0,0,0,0.25,0.25,0.037032,0.000249,0,0,0
0.098485,0.119435,0.000379,0,0,0,0.166667,0.101634,0.000167,0,0,0,0.166667,0.166667,0.101634,0.000167,0,0,0
0.333333,0.002832,0.000152,0.358491,0.425439,0,0.5,0.018516,0.000117,0,0,0,0.5,0.5,0.018516,0.000117,0,0,0
0,0.007579,0.000215,0,0,0,0.333333,0.056017,0.000187,0,0,0,0.333333,0.333333,0.056017,0.000187,0,0,0
0,0.041873,0.000214,0,0,0,0.333333,0.127966,0.000189,0,0,0,0.333333,0.333333,0.127966,0.000189,0,0,0
0.166667,0.034414,0.00018,0,0,0,0.333333,0.018516,0.000117,1,1,1,0.333333,0.333333,0.018516,0.000117,1,1,1
0.053571,0.040343,0.000167,0.647059,0.727273,72.073145,0.5,0.018516,0.000117,0,0,0,0.5,0.5,0.018516,0.000117,0,0,0
0.035686,0.018996,0.000158,0.419118,0.524415,297.561489,0,0.004126,0.000117,0,0,0,0,0,0.004126,0.000117,0,0,0
0.5,0.010158,0.000155,0,0,0,0.416667,0.018516,0.000117,1,1,0,0.416667,0.416667,0.018516,0.000117,1,1,0
0.25,0.040556,0.000266,0,0,0,0.333333,0.042662,0.000155,0,0,0,0.333333,0.333333,0.042662,0.000155,0,0,0
0.25,0.010158,0.000155,0.5,0.633333,5.157576,0.1,0.009258,0.000112,0.909091,0.95,0,0.1,0.1,0.009258,0.000112,0.909091,0.95,0
0.083333,0.096307,0.000251,0.510204,0.616667,619.31829,0.5,0.02596,0.000122,0,0,0,0.5,0.5,0.02596,0.000122,0,0,0
0.083333,0.005711,0.000155,0.555556,0.633333,5.833333,0,0.018516,0.000132,0,0,0,0,0,0.018516,0.000132,0,0,0
0,0.02021,0.000161,0,0,0,0.333333,0.042662,0.000127,0,0,0,0.333333,0.333333,0.042662,0.000127,0,0,0
0.02381,0.017559,0.00016,0.454545,0.5625,46.173846,0.5,0.02596,0.000122,0,0,0,0.5,0.5,0.02596,0.000122,0,0,0
0.166667,0.018033,0.000159,1,1,16.366667,0,0,0.000112,0.916667,0.954545,0,0,0,0,0.000112,0.916667,0.954545,0
0,0.005711,0.000155,0.35,0.400794,16.340909,0.5,0.018516,0.000122,0,0,0,0.5,0.5,0.018516,0.000122,0,0,0
0.127273,0.162642,0.000445,0,0,0,0.5,0.018516,0.000122,0,0,0,0.5,0.5,0.018516,0.000122,0,0,0
0.333333,0.01299,0.000159,0,0,0,0.333333,0.035218,0.000134,0,0,0,0.333333,0.333333,0.035218,0.000134,0,0,0
0.166667,0.076234,0.000257,0.666667,0.75,65.142857,0.333333,0.027774,0.000146,0,0,0,0.333333,0.333333,0.027774,0.000146,0,0,0
0.166667,0.019611,0.000158,1,1,8.87619,0.333333,0.018516,0.000122,1,1,1,0.333333,0.333333,0.018516,0.000122,1,1,1
0.027778,0.079627,0.000323,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.093407,0.016779,0.000157,0.8,0.875,21.155649,0.5,0.009258,0.000112,1,1,0,0.5,0.5,0.009258,0.000112,1,1,0
0.111111,0.016779,0.000157,0.34,0.420833,70.219481,0.142857,0.122836,0.000373,0,0,0,0.142857,0.142857,0.122836,0.000373,0,0,0
0.25,0.035786,0.000195,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.25,0.002832,0.000152,1,1,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.122222,0.104233,0.000449,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.02157,0.000204,0,0,0,0,0,0.000112,0.480769,0.66,0,0,0,0,0.000112,0.480769,0.66,0
0.125,0.076642,0.000481,0,0,0,0.333333,0.035218,0.00013,0,0,0,0.333333,0.333333,0.035218,0.00013,0,0,0
0,0.004935,0.000184,0,0,0,0.5,0.018516,0.00012,0,0,0,0.5,0.5,0.018516,0.00012,0,0,0
0.066667,0.002832,0.000152,0.29743,0.344993,0,0.333333,0.035218,0.000121,0,0,0,0.333333,0.333333,0.035218,0.000121,0,0,0
0.142857,0.017476,0.00017,0.47619,0.55,22.142857,0.333333,0.018516,0.00012,0.44,0.484848,11,0.333333,0.333333,0.018516,0.00012,0.44,0.484848,11
0,0.002832,0.000161,0.454545,0.511111,8.333333,0.333333,0.009258,0.000112,1,1,0,0.333333,0.333333,0.009258,0.000112,1,1,0
0.166667,0.046089,0.000271,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.25,0.013539,0.00021,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
