Id,Label,timeset,indegree,outdegree,Degree,clustering,eigencentrality,componentnumber,strongcompnum,modularity_class,pageranks,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub
87973,87973,,8,1,9,0.142857,0.044679,0,503,30,0.000248,9,2,11,0,0,0,0,0.013474,0
85998,85998,,1,0,1,0,0.003937,0,1051,30,0.000157,1,0,1,0,0,0,0,0.002696,0
74894,74894,,2,1,3,0.5,0.008088,0,1050,30,0.000157,3,2,5,0,0,0,0,0.002696,0
52913,52913,,18,1,19,0.062092,0.10331,0,311,30,0.000303,22,1,23,0,0,0,0,0.072219,0
47303,47303,,2,1,3,0,0.008117,0,858,1,0.000161,3,1,4,1,1,1,3,0.007762,0.002998
77538,77538,,4,2,6,0.25,0.014857,0,1049,1,0.00016,4,2,6,1,1,1,3,0.02508,0.001608
104184,104184,,19,3,22,0.057143,0.257285,0,154,30,0.000659,22,3,25,1,1,1,381.571429,0.042377,0.00078
102652,102652,,2,0,2,0,0.006769,0,1048,30,0.000171,2,0,2,0,0,0,0,0.003197,0
50979,50979,,3,2,5,0.25,0.01092,0,1047,30,0.000163,10,9,19,1,1,1,3,0.006351,0.001184
53543,53543,,4,1,5,0.05,0.015346,0,746,30,0.000199,4,1,5,1,1,1,4.7,0.00983,0.001175
97113,97113,,9,0,9,0.027778,0.062868,0,49,31,0.000391,12,0,12,0,0,0,0,0.014077,0
63309,63309,,4,1,5,0.05,0.023941,0,292,30,0.000178,4,1,5,1,1,1,4,0.01254,0.000392
62970,62970,,4,4,8,0.142857,0.038133,0,458,31,0.0002,5,5,10,1,1,1,75.496825,0.005498,0.002374
66475,66475,,4,5,9,0.142857,0.015151,0,777,25,0.00018,5,6,11,1,1,1,14,0.005112,0.011775
65070,65070,,7,3,10,0.138889,0.145586,0,91,31,0.000353,7,3,10,1,1,1,184.016667,0.011162,0.003444
89771,89771,,10,1,11,0.036364,0.09364,0,280,25,0.00053,12,1,13,1,1,1,36.309524,0.027165,0.002912
69907,69907,,7,0,7,0.02381,0.036883,0,411,3,0.000252,7,0,7,0,0,0,0,0.018327,0
8899,8899,,0,19,19,0.020468,0,0,1120,30,0.000152,0,27,27,5,0.42623,0.488675,0,0,0.039543
23574,23574,,4,8,12,0.007576,0.008577,0,1119,13,0.000181,4,11,15,2,0.833333,0.9,32.666667,0.018395,0.027101
60711,60711,,2,24,26,0.010769,0.004747,0,1117,2,0.000167,2,31,33,3,0.643836,0.744681,73.333333,0.003867,0.032246
55133,55133,,4,1,5,0.1,0.080131,0,46,30,0.000281,4,1,5,1,1,1,70.366667,0.017145,0.00168
64343,64343,,2,0,2,0,0.082187,0,98,37,0.000209,2,0,2,0,0,0,0,0.003945,0
48956,48956,,11,1,12,0.118182,0.186265,0,99,30,0.000315,16,2,18,0,0,0,0,0.026089,0
10897,10897,,1,18,19,0.017544,0.001915,0,1115,30,0.00016,1,22,23,4,0.495652,0.606725,29.25,0.001968,0.049606
29639,29639,,1,10,11,0.009091,0.001915,0,1111,30,0.00016,1,10,11,3,0.54902,0.64881,15.833333,0.001968,0.034613
11995,11995,,6,15,21,0.078947,0.032464,0,634,2,0.000218,9,18,27,5,0.477876,0.580864,440.48658,0.024433,0.053462
15842,15842,,7,2,9,0.125,0.052122,0,173,25,0.00026,13,10,23,1,1,1,7.65,0.017236,0.002912
74439,74439,,0,1,1,0,0,0,1121,1,0.000152,0,1,1,1,1,1,0,0,0.00241
58063,58063,,1,1,2,0,0.002832,21,1122,26,0.000152,1,1,2,0,0,0,0,0,0
89391,89391,,3,1,4,0,0.013651,0,360,25,0.000242,3,1,4,2,0.666667,0.75,6.955357,0.004078,0.001352
68507,68507,,9,8,17,0.1,0.143978,0,320,25,0.000457,9,8,17,2,0.769231,0.85,643.598764,0.0394,0.011485
513369,513369,,1,0,1,0,0.003673,0,681,25,0.000166,1,0,1,0,0,0,0,0.000598,0
8946,8946,,1,24,25,0.048913,0.002832,0,1129,37,0.000152,9,34,43,5,0.359375,0.429791,0,0,0.048315
61337,61337,,2,5,7,0.02381,0.004747,0,1128,25,0.000159,2,7,9,1,1,1,6.7,0.014738,0.01459
20267,20267,,2,9,11,0.1,0.006769,0,1127,25,0.000158,5,14,19,4,0.460674,0.538618,25,0.002404,0.013955
18573,18573,,2,8,10,0.125,0.006769,0,1125,37,0.000158,3,9,12,4,0.462963,0.58,16.5,0.002404,0.010067
88218,88218,,4,1,5,0.25,0.013539,0,1123,37,0.00021,5,1,6,0,0,0,0,0.005794,0
32174,32174,,16,1,17,0.129167,0.286812,0,107,37,0.00052,20,2,22,0,0,0,0,0.038957,0
82682,82682,,1,1,2,0,0.002832,22,1130,27,0.000152,2,2,4,0,0,0,0,0,0
8954,8954,,1,34,35,0.038324,0.002832,0,1131,1,0.000152,1,41,42,6,0.359773,0.440354,0,0,0.097371
21559,21559,,8,1,9,0.125,0.096825,0,416,25,0.000243,8,1,9,0,0,0,0,0.026729,0
48317,48317,,7,2,9,0.125,0.044274,0,253,13,0.000189,7,2,9,1,1,1,52,0.021089,0.000169
67258,67258,,4,2,6,0,0.015342,0,840,1,0.000333,4,2,6,1,1,1,11.9,0.015169,0.002495
36545,36545,,5,1,6,0.2,0.017961,0,857,1,0.000166,5,1,6,0,0,0,0,0.024064,0
102781,102781,,6,0,6,0,0.020407,0,956,1,0.000197,6,0,6,0,0,0,0,0.022917,0
36756,36756,,2,0,2,0,0.010512,0,784,3,0.000163,2,0,2,0,0,0,0,0.006788,0
94150,94150,,5,1,6,0.2,0.021971,0,393,25,0.000165,7,1,8,0,0,0,0,0.020537,0
49925,49925,,1,5,6,0.2,0.002832,0,1134,40,0.000152,1,5,6,1,1,1,0,0,0.003054
53242,53242,,6,0,6,0.033333,0.015535,0,1133,40,0.000252,6,0,6,0,0,0,0,0.006975,0
68682,68682,,2,1,3,0.5,0.006769,0,1132,40,0.00018,2,1,3,0,0,0,0,0.000152,0
80901,80901,,15,1,16,0.080952,0.077005,0,366,40,0.000519,23,3,26,0,0,0,0,0.023791,0
17176,17176,,2,1,3,0.5,0.0086,0,863,3,0.00017,21,19,40,0,0,0,0,0.000687,0
11256,11256,,4,9,13,0.098485,0.023851,0,218,30,0.000178,10,15,25,4,0.398601,0.47076,85.865512,0.012987,0.017559
103955,103955,,2,0,2,0,0.018964,0,431,15,0.000164,2,0,2,0,0,0,0,0.006588,0
110276,110276,,2,0,2,0,0.011759,0,747,1,0.000162,2,0,2,0,0,0,0,0.007962,0
56541,56541,,9,2,11,0.036364,0.093866,0,129,30,0.000419,9,2,11,1,1,1,129.076923,0.028967,0.003147
49985,49985,,2,1,3,0.5,0.012324,0,745,30,0.000158,3,2,5,0,0,0,0,0.002896,0
55645,55645,,4,0,4,0,0.036412,0,155,13,0.000205,4,0,4,0,0,0,0,0.016389,0
55245,55245,,12,1,13,0.098485,0.119435,0,162,30,0.000379,12,1,13,0,0,0,0,0.033111,0
17188,17188,,1,3,4,0.333333,0.002832,0,1136,30,0.000152,2,4,6,4,0.358491,0.425439,0,0,0.001494
35478,35478,,3,0,3,0,0.007579,0,1135,30,0.000215,4,0,4,0,0,0,0,0.004386,0
88765,88765,,5,0,5,0,0.041873,0,388,1,0.000214,5,0,5,0,0,0,0,0.006337,0
44938,44938,,6,1,7,0.166667,0.034414,0,567,25,0.00018,7,1,8,0,0,0,0,0.021432,0
36388,36388,,3,5,8,0.053571,0.040343,0,654,3,0.000167,3,5,8,2,0.647059,0.727273,72.073145,0.013642,0.017302
3146,3146,,3,49,52,0.035686,0.018996,0,726,30,0.000158,15,70,85,6,0.419118,0.524415,297.561489,0.009382,0.132408
35505,35505,,2,1,3,0.5,0.010158,0,771,3,0.000155,4,3,7,0,0,0,0,0.00377,0
111731,111731,,5,1,6,0.25,0.040556,0,209,13,0.000266,10,6,16,0,0,0,0,0.006954,0
1223,1223,,2,3,5,0.25,0.010158,0,770,3,0.000155,3,4,7,3,0.5,0.633333,5.157576,0.00377,0.002854
21677,21677,,8,9,17,0.083333,0.096307,0,336,25,0.000251,8,10,18,4,0.510204,0.616667,619.31829,0.017245,0.014904
5878,5878,,1,3,4,0.083333,0.005711,0,768,37,0.000155,1,3,4,3,0.555556,0.633333,5.833333,0.00377,0.007211
28950,28950,,2,0,2,0,0.02021,0,602,3,0.000161,2,0,2,0,0,0,0,0.006761,0
19314,19314,,2,5,7,0.02381,0.017559,0,696,3,0.00016,2,6,8,4,0.454545,0.5625,46.173846,0.00794,0.016444
91713,91713,,4,3,7,0.166667,0.018033,0,764,37,0.000159,5,4,9,1,1,1,16.366667,0.025062,0.00098
9636,9636,,1,1,2,0,0.005711,0,762,3,0.000155,1,1,2,4,0.35,0.400794,16.340909,0.00377,0.000039
7598,7598,,11,1,12,0.127273,0.162642,0,125,3,0.000445,23,8,31,0,0,0,0,0.015033,0
63472,63472,,3,1,4,0.333333,0.01299,0,760,25,0.000159,3,1,4,0,0,0,0,0.008174,0
39057,39057,,6,2,8,0.166667,0.076234,0,72,1,0.000257,10,5,15,2,0.666667,0.75,65.142857,0.019469,0.001143
22224,22224,,3,4,7,0.166667,0.019611,0,628,31,0.000158,3,4,7,1,1,1,8.87619,0.015881,0.003817
15609,15609,,9,0,9,0.027778,0.079627,0,137,13,0.000323,11,0,11,0,0,0,0,0.021976,0
26188,26188,,2,13,15,0.093407,0.016779,0,623,25,0.000157,8,22,30,2,0.8,0.875,21.155649,0.003547,0.056953
11917,11917,,2,9,11,0.111111,0.016779,0,620,13,0.000157,10,18,28,5,0.34,0.420833,70.219481,0.003547,0.019738
23280,23280,,4,1,5,0.25,0.035786,0,617,3,0.000195,6,3,9,0,0,0,0,0.007341,0
58186,58186,,1,4,5,0.25,0.002832,0,1137,31,0.000152,1,4,5,1,1,1,0,0,0.004929
64949,64949,,10,1,11,0.122222,0.104233,0,85,31,0.000449,12,1,13,0,0,0,0,0.009231,0
38515,38515,,4,0,4,0,0.02157,0,399,45,0.000204,4,0,4,0,0,0,0,0.009744,0
104487,104487,,8,1,9,0.125,0.076642,0,7,45,0.000481,12,3,15,0,0,0,0,0.006799,0
54872,54872,,2,0,2,0,0.004935,0,954,45,0.000184,2,0,2,0,0,0,0,0.003714,0
842,842,,1,16,17,0.066667,0.002832,0,1140,30,0.000152,2,22,24,5,0.29743,0.344993,0,0,0.022302
53771,53771,,5,3,8,0.142857,0.017476,0,1025,31,0.00017,5,3,8,3,0.47619,0.55,22.142857,0.025927,0.004026
19734,19734,,1,2,3,0,0.002832,0,1139,30,0.000161,1,2,3,3,0.454545,0.511111,8.333333,0.00111,0.003973
53677,53677,,6,1,7,0.166667,0.046089,0,371,30,0.000271,14,8,22,0,0,0,0,0.004636,0
30924,30924,,4,1,5,0.25,0.013539,0,1138,30,0.00021,4,1,5,0,0,0,0,0.00934,0
12514,12514,,7,1,8,0.142857,0.051622,0,178,3,0.000226,9,3,12,0,0,0,0,0.007873,0
40106,40106,,33,1,34,0.051136,0.441605,0,80,30,0.00097,48,7,55,0,0,0,0,0.095957,0
107341,107341,,1,1,2,0,0.002832,23,1141,28,0.000152,1,1,2,0,0,0,0,0,0
9034,9034,,0,54,54,0.009434,0,0,1143,13,0.000152,0,61,61,5,0.435312,0.524126,0,0,0.118165
14357,14357,,4,4,8,0.261905,0.037081,0,257,13,0.000163,5,5,10,2,0.8,0.875,86.761905,0.021556,0.011482
38940,38940,,21,2,23,0.064935,0.248167,0,78,3,0.000581,27,4,31,1,1,1,34.292157,0.058885,0.003118
18623,18623,,3,3,6,0.25,0.012273,0,446,31,0.000157,6,6,12,6,0.287671,0.327513,9.5,0.014904,0.005864
40149,40149,,6,1,7,0.233333,0.079689,0,434,2,0.000177,9,3,12,0,0,0,0,0.036557,0
1094969,1094969,,13,1,14,0.089744,0.079732,0,364,37,0.000257,18,4,22,0,0,0,0,0.042647,0
127947,127947,,2,0,2,0,0.008115,0,558,13,0.000182,2,0,2,0,0,0,0,0.006674,0
104354,104354,,1,0,1,0,0.001915,0,1142,13,0.000155,1,0,1,0,0,0,0,0.00588,0
81419,81419,,10,1,11,0.122222,0.082178,0,484,25,0.000472,12,1,13,0,0,0,0,0.024688,0
31288,31288,,6,5,11,0.045455,0.030871,0,517,31,0.000193,7,6,13,2,0.692308,0.777778,77.950866,0.026436,0.014499
11989,11989,,7,1,8,0.142857,0.066869,0,648,3,0.000202,10,3,13,0,0,0,0,0.030526,0
13018,13018,,5,34,39,0.041963,0.033295,0,259,13,0.0002,9,43,52,5,0.454167,0.583639,1576.188601,0.013461,0.097764
62202,62202,,6,2,8,0.142857,0.035256,0,428,31,0.000183,7,3,10,1,1,1,24.166667,0.016319,0.000268
113413,113413,,5,1,6,0.25,0.028511,0,676,13,0.000168,7,3,10,0,0,0,0,0.019178,0
86860,86860,,8,1,9,0.125,0.035679,0,263,2,0.000271,8,1,9,0,0,0,0,0.031403,0
241536,241536,,5,1,6,0.3,0.033906,0,391,13,0.00017,6,1,7,0,0,0,0,0.019756,0
40899,40899,,4,2,6,0.25,0.015185,0,1118,45,0.000185,5,3,8,1,1,1,4.5,0.008083,0.002431
40939,40939,,20,1,21,0.057895,0.159454,0,130,1,0.000868,31,6,37,0,0,0,0,0.048849,0
131926,131926,,0,12,12,0,0,0,1145,3,0.000152,0,14,14,3,0.595238,0.713333,0,0,0.028395
15537,15537,,19,5,24,0.065217,0.15419,0,225,3,0.000506,27,9,36,2,0.75,0.833333,217.054473,0.070072,0.004668
11757,11757,,3,1,4,0.333333,0.008496,0,1144,45,0.000173,3,1,4,0,0,0,0,0.002267,0
41839,41839,,1,1,2,0,0.002832,24,1146,29,0.000152,1,1,2,0,0,0,0,0,0
909,909,,0,8,8,0.035714,0,0,1147,3,0.000152,0,8,8,5,0.363636,0.434722,0,0,0.023688
2820,2820,,4,6,10,0.138889,0.030926,0,719,3,0.000212,4,7,11,9,0.237448,0.290195,538.127381,0.003648,0.012728
95815,95815,,5,1,6,0.2,0.044102,0,427,31,0.000271,8,4,12,0,0,0,0,0.005385,0
72592,72592,,3,1,4,0.333333,0.01887,0,477,31,0.000169,3,1,4,0,0,0,0,0.004001,0
20979,20979,,9,1,10,0.152778,0.04878,0,598,31,0.000252,31,15,46,0,0,0,0,0.017015,0
33686,33686,,1,21,22,0.047619,0.002832,0,1150,30,0.000152,3,30,33,3,0.634615,0.772727,0,0,0.05266
118275,118275,,3,1,4,0.333333,0.011812,0,1149,40,0.000171,3,1,4,0,0,0,0,0.003107,0
42588,42588,,4,1,5,0.05,0.020427,0,626,30,0.000197,4,1,5,2,0.666667,0.75,3.5,0.009731,0.007356
79488,79488,,9,1,10,0.125,0.06701,0,308,2,0.000319,9,1,10,0,0,0,0,0.025271,0
39138,39138,,2,0,2,0,0.005664,0,1148,30,0.000167,2,0,2,0,0,0,0,0.005601,0
9122,9122,,0,12,12,0,0,0,1154,30,0.000152,0,12,12,4,0.455446,0.559783,0,0,0.018921
93580,93580,,3,0,3,0,0.008897,0,981,30,0.000184,3,0,3,0,0,0,0,0.010096,0
58805,58805,,3,1,4,0.333333,0.009601,0,1153,30,0.000166,6,3,9,0,0,0,0,0.008801,0
48098,48098,,1,0,1,0,0.001915,0,1152,30,0.000164,1,0,1,0,0,0,0,0.000942,0
31667,31667,,2,1,3,0.5,0.005664,0,1151,30,0.000164,4,3,7,0,0,0,0,0.000942,0
104824,104824,,9,1,10,0.138889,0.075997,0,41,2,0.000517,15,6,21,0,0,0,0,0.027882,0
72814,72814,,7,1,8,0.166667,0.068555,0,603,31,0.000445,8,2,10,0,0,0,0,0.017777,0
66680,66680,,2,1,3,0.5,0.006769,0,1029,1,0.000154,2,1,3,0,0,0,0,0.011242,0
116882,116882,,2,1,3,0.5,0.006769,0,1028,1,0.000154,2,1,3,0,0,0,0,0.011242,0
102207,102207,,5,0,5,0,0.014774,0,992,1,0.000174,5,0,5,0,0,0,0,0.027857,0
66841,66841,,1,0,1,0,0.002832,0,1027,1,0.000154,1,0,1,0,0,0,0,0.011242,0
70945,70945,,3,0,3,0,0.011376,0,402,25,0.000297,3,0,3,0,0,0,0,0.014761,0
111015,111015,,2,1,3,0.166667,0.004747,0,1026,1,0.000158,2,1,3,1,1,1,2,0.013401,0.001289
42620,42620,,6,2,8,0.190476,0.035232,0,728,25,0.000176,10,6,16,1,1,1,1.533333,0.035081,0.010312
94950,94950,,5,1,6,0.2,0.039064,0,213,13,0.000198,9,3,12,0,0,0,0,0.02358,0
114434,114434,,8,0,8,0.053571,0.169597,0,108,25,0.000536,8,0,8,0,0,0,0,0.021005,0
78187,78187,,4,1,5,0.333333,0.043505,0,316,25,0.000226,4,1,5,0,0,0,0,0.0123,0
55944,55944,,4,1,5,0.25,0.019956,0,694,1,0.00023,5,2,7,0,0,0,0,0.013015,0
78716,78716,,3,1,4,0.083333,0.010944,0,991,1,0.000175,5,1,6,2,0.666667,0.75,6.333333,0.014627,0.001799
83605,83605,,1,0,1,0,0.002832,0,1023,1,0.000154,1,0,1,0,0,0,0,0.011242,0
70592,70592,,6,0,6,0.033333,0.0523,0,362,3,0.000319,7,0,7,0,0,0,0,0.044889,0
130015,130015,,22,0,22,0.025974,0.227787,0,138,13,0.0009,24,0,24,0,0,0,0,0.067196,0
61096,61096,,3,0,3,0,0.007579,0,1022,30,0.000169,4,0,4,0,0,0,0,0.018222,0
53236,53236,,6,4,10,0.138889,0.037477,0,473,25,0.00019,16,14,30,2,0.666667,0.75,120.47619,0.027875,0.003786
43965,43965,,3,6,9,0.125,0.018051,0,20,13,0.000239,5,8,13,1,1,1,25.95,0.002491,0.006582
33732,33732,,0,26,26,0.006154,0,0,1161,40,0.000152,0,43,43,5,0.444444,0.579563,0,0,0.036555
111639,111639,,1,0,1,0,0.001915,0,1160,40,0.000158,1,0,1,0,0,0,0,0.001819,0
44574,44574,,2,1,3,0.5,0.005664,0,1159,40,0.000158,4,2,6,0,0,0,0,0.001819,0
54311,54311,,2,0,2,0,0.033812,0,495,37,0.00017,2,0,2,0,0,0,0,0.00566,0
86235,86235,,2,0,2,0,0.008117,0,804,40,0.000182,2,0,2,0,0,0,0,0.002148,0
72000,72000,,5,2,7,0.2,0.038748,0,600,30,0.000172,5,2,7,1,1,1,14.666667,0.013635,0.000648
1431618,1431618,,7,0,7,0.142857,0.069131,0,77,40,0.000293,10,0,10,0,0,0,0,0.01252,0
36875,36875,,3,6,9,0.25,0.01092,0,1158,40,0.000162,6,8,14,1,1,1,2.5,0.005581,0.017362
129366,129366,,11,1,12,0.136364,0.089529,0,76,40,0.000476,13,1,14,0,0,0,0,0.009607,0
108449,108449,,4,1,5,0.25,0.012434,0,1156,40,0.000187,4,1,5,0,0,0,0,0.005586,0
77531,77531,,2,0,2,0,0.005852,0,1155,40,0.000162,3,0,3,0,0,0,0,0.005581,0
83813,83813,,2,0,2,0,0.020054,0,206,31,0.000223,3,0,3,0,0,0,0,0.001959,0
987,987,,1,29,30,0.052956,0.002832,0,1166,3,0.000152,6,39,45,6,0.326385,0.374422,0,0,0.053037
2695,2695,,5,9,14,0.134615,0.061846,0,552,3,0.00017,8,12,20,7,0.289157,0.342589,442.068987,0.022218,0.031273
13552,13552,,9,10,19,0.101307,0.087875,0,248,25,0.000305,14,15,29,5,0.331169,0.438562,774.276822,0.027573,0.0557
34623,34623,,1,0,1,0,0.002832,0,1165,3,0.000157,1,0,1,0,0,0,0,0.002639,0
44354,44354,,2,0,2,0,0.004747,0,1164,3,0.000158,2,0,2,0,0,0,0,0.014973,0
11589,11589,,5,5,10,0.152778,0.056823,0,455,30,0.000187,11,11,22,3,0.545455,0.638889,147.143286,0.015772,0.006541
39301,39301,,6,1,7,0.2,0.03532,0,433,30,0.000181,7,1,8,0,0,0,0,0.0148,0
3458,3458,,2,17,19,0.068627,0.006769,0,1163,30,0.000157,2,18,20,6,0.29901,0.387307,29.417857,0.002639,0.046715
46571,46571,,2,1,3,0.166667,0.005664,0,1078,3,0.00016,2,1,3,1,1,1,1,0.008091,0.000599
1975282,1975282,,2,11,13,0.113636,0.006769,0,1162,3,0.000157,5,13,18,6,0.339196,0.406667,31.184524,0.002639,0.034379
17389,17389,,1,11,12,0.118182,0.002832,0,1167,31,0.000152,1,18,19,6,0.289216,0.328955,0,0,0.011402
105265,105265,,2,0,2,0,0.015334,0,580,31,0.000208,2,0,2,0,0,0,0,0.001465,0
12172,12172,,4,1,5,0.25,0.023009,0,638,3,0.000197,4,1,5,0,0,0,0,0.003557,0
107529,107529,,1,1,2,0,0.002832,25,1168,32,0.000152,1,1,2,0,0,0,0,0,0
123914,123914,,1,1,2,0,0.002832,26,1169,33,0.000152,3,3,6,0,0,0,0,0,0
91748,91748,,2,1,3,0.5,0.007462,0,836,3,0.000296,4,3,7,0,0,0,0,0,0
99354,99354,,1,6,7,0.166667,0.002832,0,1171,40,0.000152,2,8,10,1,1,1,0,0,0.00225
116764,116764,,2,1,3,0.5,0.006769,0,1170,40,0.000175,3,1,4,0,0,0,0,0.000112,0
105459,105459,,6,0,6,0.033333,0.059842,0,58,13,0.000319,6,0,6,0,0,0,0,0.019657,0
5023,5023,,8,10,18,0.080882,0.064767,0,230,3,0.000201,13,16,29,4,0.455882,0.575269,309.640314,0.028962,0.020395
127891,127891,,3,1,4,0.333333,0.01092,0,1020,3,0.000164,5,3,8,0,0,0,0,0.004847,0
107591,107591,,1,2,3,0.5,0.002832,0,1173,1,0.000152,2,3,5,2,0.666667,0.75,0,0,0
108655,108655,,2,2,4,0.333333,0.006769,0,1172,1,0.000222,2,2,4,1,1,1,1,0,0.000627
15622,15622,,7,1,8,0.190476,0.085561,0,133,30,0.000293,10,3,13,0,0,0,0,0.017902,0
42304,42304,,2,10,12,0.1,0.011474,0,800,25,0.000158,2,10,12,4,0.565217,0.657051,36.595971,0.003276,0.010828
37213,37213,,4,36,40,0.010897,0.04034,0,367,37,0.000229,4,40,44,3,0.651786,0.742009,1393.846527,0.010899,0.087705
112924,112924,,4,0,4,0,0.028735,0,544,25,0.000353,5,0,5,0,0,0,0,0.005144,0
33886,33886,,1,2,3,0.5,0.002832,0,1174,3,0.000152,1,2,3,1,1,1,0,0,0.000912
50272,50272,,1,5,6,0.2,0.002832,0,1175,25,0.000152,2,6,8,2,0.75,0.833333,0,0,0.004394
70551,70551,,5,1,6,0.2,0.050133,0,317,25,0.000247,6,2,8,0,0,0,0,0.010743,0
1123,1123,,1,6,7,0.2,0.002832,0,1176,37,0.000152,1,8,9,3,0.535714,0.633333,0,0,0.019776
4898,4898,,2,2,4,0,0.011577,0,149,37,0.000189,2,2,4,2,0.6,0.666667,62.45,0.002153,0.004704
74865,74865,,1,3,4,0.333333,0.002832,0,1177,25,0.000152,5,7,12,1,1,1,0,0,0.001631
17523,17523,,1,2,3,0.5,0.002832,0,1178,30,0.000152,1,2,3,1,1,1,0,0,0.00168
56763,56763,,15,1,16,0.071429,0.109927,0,16,30,0.000769,23,8,31,0,0,0,0,0.033758,0
91265,91265,,1,6,7,0.166667,0.002832,0,1180,45,0.000152,1,6,7,2,0.857143,0.916667,0,0,0.008395
107970,107970,,1,0,1,0,0.002832,0,1179,45,0.000175,1,0,1,0,0,0,0,0.000418,0
107655,107655,,1,1,2,0,0.002832,27,1181,34,0.000152,2,2,4,0,0,0,0,0,0
66731,66731,,1,1,2,0,0.002832,28,1182,35,0.000152,6,6,12,0,0,0,0,0,0
25781,25781,,1,1,2,0,0.002832,29,1183,36,0.000152,1,1,2,0,0,0,0,0,0
72731,72731,,1,0,1,0,0.011852,0,737,3,0.000156,1,0,1,0,0,0,0,0.005391,0
126014,126014,,2,2,4,0.333333,0.017353,0,736,13,0.000156,4,5,9,1,1,1,2.527778,0.005391,0.003344
18859,18859,,1,0,1,0,0.011852,0,735,3,0.000156,1,0,1,0,0,0,0,0.005391,0
11702,11702,,3,8,11,0.027273,0.021446,0,734,3,0.000198,3,9,12,2,0.833333,0.9,61.02702,0.007583,0.012859
34219,34219,,2,1,3,0.5,0.017353,0,732,3,0.000156,5,4,9,0,0,0,0,0.005391,0
52051,52051,,3,7,10,0.166667,0.021291,0,729,1,0.000157,5,9,14,3,0.56,0.678571,28.554762,0.015441,0.013579
4918,4918,,5,17,22,0.054762,0.076314,0,145,30,0.000186,10,22,32,4,0.454545,0.561111,715.666832,0.013453,0.034115
62096,62096,,3,0,3,0,0.031438,0,376,3,0.000326,3,0,3,0,0,0,0,0.00155,0
1291,1291,,0,4,4,0.083333,0,0,1184,3,0.000152,0,4,4,8,0.282538,0.307963,0,0,0.004234
13295,13295,,5,3,8,0.166667,0.039067,0,701,3,0.000218,11,9,20,2,0.75,0.833333,14.416667,0.00704,0.007535
3474,3474,,3,40,43,0.0482,0.032265,0,526,37,0.000178,4,53,57,7,0.386819,0.484894,1804.130425,0.003998,0.070834
34065,34065,,0,24,24,0.003623,0,0,1185,30,0.000152,0,29,29,5,0.614286,0.756589,0,0,0.07344
38557,38557,,6,1,7,0.166667,0.027593,0,522,30,0.000234,6,1,7,0,0,0,0,0.012746,0
446497,446497,,5,2,7,0.2,0.021612,0,667,2,0.000188,5,2,7,1,1,1,11,0.018013,0
39189,39189,,12,0,12,0.030303,0.067378,0,227,30,0.000302,15,0,15,0,0,0,0,0.0403,0
58656,58656,,1,1,2,0,0.002832,30,1186,38,0.000152,2,2,4,0,0,0,0,0,0
124192,124192,,1,1,2,0,0.002832,31,1187,39,0.000152,1,1,2,0,0,0,0,0,0
1334,1334,,0,4,4,0,0,0,1188,3,0.000152,0,5,5,8,0.263776,0.291768,0,0,0.005016
56753,56753,,5,3,8,0.166667,0.022788,0,693,1,0.0003,7,5,12,1,1,1,21.267857,0.010724,0.001481
118547,118547,,2,0,2,0,0.005852,0,1106,31,0.000167,2,0,2,0,0,0,0,0.002489,0
87921,87921,,6,1,7,0.166667,0.044086,0,398,25,0.00018,9,1,10,0,0,0,0,0.01996,0
18676,18676,,4,3,7,0.166667,0.020971,0,565,31,0.0002,9,8,17,4,0.375691,0.405637,151.865079,0.00385,0.002975
31423,31423,,7,1,8,0.142857,0.035932,0,423,13,0.000254,8,2,10,0,0,0,0,0.009972,0
112855,112855,,2,0,2,0,0.00877,0,1105,25,0.000173,2,0,2,0,0,0,0,0.003345,0
31472,31472,,4,2,6,0.3,0.093162,0,50,31,0.000279,5,3,8,1,1,1,70.387698,0.006868,0.000701
3839,3839,,4,8,12,0.090909,0.025362,0,699,3,0.000169,7,13,20,6,0.32646,0.383333,115.836905,0.008866,0.017239
9530,9530,,1,69,70,0.021952,0.002832,0,1194,30,0.000152,1,83,84,6,0.365902,0.477157,0,0,0.157933
118854,118854,,4,1,5,0.25,0.015129,0,859,30,0.000169,7,4,11,0,0,0,0,0.014169,0
30568,30568,,5,10,15,0.120879,0.023846,0,803,40,0.000197,6,24,30,2,0.909091,0.95,56.258333,0.012517,0.011374
23572,23572,,7,2,9,0.160714,0.105874,0,297,37,0.000239,11,6,17,1,1,1,6.059524,0.020044,0.001939
37141,37141,,7,1,8,0.166667,0.025351,0,1081,2,0.000195,8,1,9,0,0,0,0,0.030995,0
113976,113976,,10,0,10,0.033333,0.043054,0,359,2,0.000374,12,0,12,0,0,0,0,0.036433,0
38256,38256,,3,0,3,0,0.010947,0,893,30,0.00017,3,0,3,0,0,0,0,0.011928,0
38403,38403,,3,1,4,0.333333,0.009601,0,1193,2,0.000155,4,2,6,0,0,0,0,0.020193,0
46634,46634,,5,1,6,0.2,0.017476,0,1192,37,0.000196,5,1,6,0,0,0,0,0.021982,0
11889,11889,,3,1,4,0.333333,0.013379,0,312,30,0.000156,3,1,4,0,0,0,0,0.016883,0
