,i,j,t
97078,94,220,6847
97079,210,259,6847
97080,69,82,6847
97081,31,62,6847
97082,73,111,6848
97083,110,181,6848
97084,290,317,6848
97085,35,270,6848
97086,56,259,6848
97087,295,307,6848
97088,210,259,6848
97089,144,159,6849
97090,84,94,6849
97091,212,219,6849
97092,290,299,6849
97093,3,48,6849
97094,13,84,6849
97095,73,111,6849
97096,57,94,6849
97097,15,259,6849
97098,56,94,6849
97099,11,315,6849
97100,56,94,6850
97101,78,194,6850
97102,110,181,6850
97103,69,82,6850
97104,11,315,6850
97105,66,208,6850
97106,57,94,6850
97107,31,62,6850
97108,56,57,6850
97109,186,212,6850
97110,112,243,6850
97111,208,276,6850
97112,3,48,6850
97113,186,212,6851
97114,13,84,6851
97115,78,194,6851
97116,57,94,6851
97117,80,253,6851
97118,110,181,6851
97119,290,317,6851
97120,172,181,6851
97121,75,259,6852
97122,161,259,6852
97123,110,181,6852
97124,69,82,6852
97125,73,111,6852
97126,290,317,6852
97127,172,181,6852
97128,11,87,6852
97129,220,259,6852
97130,212,219,6852
97131,163,183,6852
97132,183,261,6852
97133,22,42,6852
97134,210,259,6853
97135,73,111,6853
97136,22,64,6853
97137,82,104,6853
97138,78,194,6853
97139,290,317,6853
97140,22,275,6853
97141,110,181,6853
97142,110,181,6854
97143,290,317,6854
97144,69,82,6854
97145,210,259,6854
97146,12,225,6854
97147,73,111,6854
97148,15,220,6854
97149,22,42,6854
97150,163,183,6854
97151,69,82,6855
97152,210,259,6855
97153,73,111,6855
97154,75,220,6855
97155,104,108,6855
97156,31,62,6856
97157,210,259,6856
97158,3,35,6856
97159,78,194,6856
97160,104,242,6856
97161,29,221,6856
97162,69,82,6856
97163,133,152,6857
97164,161,259,6857
97165,290,317,6857
97166,3,153,6857
97167,148,173,6857
97168,69,82,6857
97169,29,221,6858
97170,6,171,6858
97171,11,315,6858
97172,6,31,6858
97173,177,196,6858
97174,22,64,6858
97175,163,183,6858
97176,82,201,6858
97177,69,82,6858
97178,290,299,6859
97179,293,307,6859
97180,210,259,6859
97181,69,82,6859
97182,15,75,6859
97183,104,108,6859
97184,251,280,6859
97185,94,220,6859
97186,22,64,6859
97187,11,315,6859
97188,94,220,6860
97189,73,111,6860
97190,290,299,6860
97191,22,42,6860
97192,108,201,6860
97193,56,57,6860
97194,225,259,6860
97195,112,243,6860
97196,22,64,6860
97197,210,259,6860
97198,293,307,6861
97199,251,280,6861
97200,290,299,6861
97201,108,201,6861
97202,29,221,6861
97203,83,177,6861
97204,293,295,6861
97205,22,42,6861
97206,295,307,6861
97207,6,62,6861
97208,6,144,6861
97209,94,220,6861
97210,225,259,6862
97211,47,168,6862
97212,69,82,6862
97213,112,205,6863
97214,22,64,6863
97215,104,201,6863
97216,290,317,6863
97217,168,283,6863
97218,224,259,6863
97219,225,259,6863
97220,108,201,6864
97221,39,43,6864
97222,251,280,6864
97223,290,317,6864
97224,22,64,6864
97225,47,283,6864
97226,210,259,6864
97227,144,159,6864
97228,210,259,6865
97229,47,168,6865
97230,144,159,6865
97231,293,295,6865
97232,225,259,6865
97233,168,283,6865
97234,109,132,6866
97235,22,42,6866
97236,17,107,6866
97237,29,221,6866
97238,290,317,6866
97239,47,283,6866
97240,208,276,6866
97241,71,144,6866
97242,47,168,6866
97243,293,294,6866
97244,290,317,6867
97245,10,68,6867
97246,22,64,6867
97247,133,284,6867
97248,22,42,6867
97249,73,111,6867
97250,39,109,6867
97251,46,101,6867
97252,47,283,6867
97253,293,294,6867
97254,293,295,6867
97255,133,152,6868
97256,187,196,6868
97257,73,111,6868
97258,108,201,6868
97259,47,168,6868
97260,10,68,6868
97261,290,317,6868
97262,210,259,6868
97263,293,295,6868
97264,31,159,6868
97265,290,317,6869
97266,48,247,6869
97267,11,87,6869
97268,31,62,6869
97269,293,295,6869
97270,22,42,6869
97271,3,270,6869
97272,78,194,6869
97273,210,259,6869
97274,208,276,6869
97275,168,283,6870
97276,31,62,6870
97277,293,294,6870
97278,208,276,6870
97279,290,317,6870
97280,108,201,6870
97281,104,108,6870
97282,11,87,6870
97283,66,109,6870
97284,47,168,6870
97285,95,259,6870
97286,95,259,6871
97287,11,87,6871
97288,293,295,6871
97289,20,202,6871
97290,93,253,6871
97291,104,108,6871
97292,290,317,6871
97293,208,276,6871
97294,48,282,6871
97295,78,194,6871
97296,31,62,6871
97297,132,217,6871
97298,126,258,6871
97299,69,82,6871
97300,106,205,6872
97301,108,201,6872
97302,290,317,6872
97303,78,194,6872
97304,132,217,6872
97305,168,283,6872
97306,172,181,6872
97307,112,243,6872
97308,126,258,6872
97309,293,295,6872
97310,11,87,6872
97311,73,111,6872
97312,151,181,6872
97313,31,62,6872
97314,210,259,6873
97315,109,276,6873
97316,11,87,6873
97317,299,306,6873
97318,10,279,6873
97319,290,317,6873
97320,46,176,6873
97321,69,82,6873
97322,46,68,6873
97323,10,176,6873
97324,108,201,6873
97325,10,68,6873
97326,43,276,6873
97327,293,295,6873
97328,293,294,6873
97329,31,62,6873
97330,35,153,6874
97331,39,109,6874
97332,290,317,6874
97333,168,283,6874
97334,109,276,6874
97335,109,208,6874
97336,69,201,6874
97337,68,121,6875
97338,293,295,6875
97339,293,294,6875
97340,186,212,6875
97341,109,208,6875
97342,67,236,6875
97343,132,217,6875
97344,109,276,6875
97345,294,295,6875
97346,110,181,6875
97347,208,276,6876
97348,299,306,6876
97349,11,285,6876
97350,11,87,6876
97351,68,132,6876
97352,290,317,6876
97353,45,116,6876
97354,31,62,6876
97355,186,212,6877
97356,10,109,6877
97357,104,108,6877
97358,11,285,6877
97359,128,258,6877
97360,11,87,6878
97361,43,276,6878
97362,93,253,6878
97363,5,82,6878
97364,85,258,6878
97365,31,62,6879
97366,67,236,6879
97367,43,276,6879
97368,11,87,6879
97369,11,285,6879
97370,84,202,6880
97371,31,62,6880
97372,11,285,6880
97373,67,236,6880
97374,43,276,6880
97375,110,181,6880
97376,11,87,6880
97377,299,306,6880
97378,83,202,6880
97379,133,284,6880
97380,87,285,6880
97381,82,201,6881
97382,43,208,6881
97383,84,202,6881
97384,43,276,6881
97385,80,93,6881
97386,95,259,6881
97387,208,276,6881
97388,31,62,6881
97389,290,317,6882
97390,293,295,6882
97391,133,284,6882
97392,22,42,6882
97393,110,181,6882
97394,10,279,6882
97395,67,236,6883
97396,46,217,6883
97397,43,276,6883
97398,85,126,6883
97399,10,279,6883
97400,80,93,6883
97401,290,317,6883
97402,84,202,6884
97403,133,152,6884
97404,85,126,6884
97405,94,224,6884
97406,13,84,6884
97407,75,224,6884
97408,297,314,6885
97409,133,152,6885
97410,43,208,6885
97411,10,279,6885
97412,290,317,6885
97413,208,276,6885
97414,55,257,6886
97415,43,276,6886
97416,80,93,6886
97417,73,111,6887
97418,290,317,6887
97419,299,306,6887
97420,208,276,6887
97421,128,258,6887
97422,80,93,6887
97423,290,317,6888
97424,251,280,6888
97425,43,276,6888
97426,43,208,6889
97427,133,152,6889
97428,251,280,6889
97429,208,276,6889
97430,290,317,6889
97431,210,259,6890
97432,133,152,6890
97433,80,253,6890
97434,56,183,6890
97435,62,144,6890
97436,43,208,6890
97437,83,202,6890
97438,44,46,6890
97439,210,259,6891
97440,67,236,6891
97441,290,317,6891
97442,43,276,6891
97443,251,280,6891
97444,144,171,6891
97445,15,94,6891
97446,94,220,6891
97447,144,171,6892
97448,84,234,6892
97449,55,257,6892
97450,80,93,6892
97451,31,62,6892
97452,67,236,6892
97453,94,259,6892
97454,225,259,6892
97455,251,280,6893
97456,42,69,6893
97457,212,219,6893
97458,55,257,6893
97459,20,202,6893
97460,290,317,6893
97461,208,276,6893
97462,67,236,6893
97463,69,232,6894
97464,186,212,6894
97465,67,236,6894
97466,144,171,6894
97467,94,220,6894
97468,212,219,6894
97469,290,317,6894
97470,31,62,6894
97471,186,212,6895
97472,272,285,6895
97473,251,280,6895
97474,10,279,6895
97475,23,58,6895
97476,31,62,6895
97477,67,236,6895
97478,212,219,6896
97479,144,171,6896
97480,272,285,6896
97481,251,280,6896
97482,23,58,6897
97483,67,236,6897
97484,251,280,6897
97485,299,306,6897
97486,290,317,6898
97487,67,236,6898
97488,299,306,6898
97489,67,236,6899
97490,112,243,6899
97491,214,257,6899
97492,31,62,6899
97493,210,259,6899
97494,299,306,6899
97495,69,232,6899
97496,67,236,6900
97497,297,314,6900
97498,69,232,6900
97499,69,232,6901
97500,46,50,6901
97501,67,236,6901
97502,112,205,6901
97503,55,257,6902
97504,210,259,6902
97505,290,317,6902
97506,73,111,6902
97507,10,279,6903
97508,69,232,6903
97509,133,284,6903
97510,104,108,6903
97511,299,306,6904
97512,133,284,6904
97513,46,50,6904
97514,69,232,6904
97515,73,111,6904
97516,10,279,6905
97517,69,232,6905
97518,133,284,6905
97519,104,108,6906
97520,10,279,6906
97521,139,253,6906
97522,69,232,6906
97523,302,307,6906
97524,109,132,6906
97525,47,283,6906
97526,139,253,6907
97527,69,232,6907
97528,10,279,6907
97529,31,144,6907
97530,31,62,6907
97531,290,317,6907
97532,73,111,6907
97533,10,279,6908
97534,31,62,6908
97535,69,232,6908
97536,290,317,6908
97537,297,315,6908
97538,69,232,6909
97539,144,171,6909
97540,31,62,6909
97541,69,232,6910
97542,290,317,6911
97543,31,62,6911
97544,144,171,6911
97545,10,279,6911
97546,69,232,6911
97547,31,62,6912
97548,50,158,6912
97549,109,132,6912
97550,31,62,6913
97551,69,232,6913
97552,109,132,6913
97553,290,317,6913
97554,31,62,6914
97555,22,64,6914
97556,22,232,6915
97557,10,279,6915
97558,212,219,6915
97559,22,64,6915
97560,290,317,6915
97561,31,62,6916
97562,60,267,6916
97563,22,64,6916
97564,186,212,6916
97565,109,132,6917
97566,10,279,6917
97567,22,64,6917
97568,297,315,6917
97569,69,232,6917
97570,22,42,6918
97571,290,317,6918
97572,60,263,6919
97573,22,64,6919
97574,22,232,6919
97575,290,317,6920
97576,42,232,6920
97577,22,42,6920
97578,22,64,6920
97579,93,253,6920
97580,22,232,6920
97581,50,158,6920
97582,22,69,6921
97583,186,212,6921
97584,50,158,6921
97585,22,64,6921
97586,290,317,6921
97587,22,42,6921
97588,80,93,6921
97589,22,64,6922
97590,297,315,6922
97591,290,317,6922
97592,302,307,6922
97593,186,212,6922
97594,31,62,6923
97595,208,216,6923
97596,31,62,6924
97597,22,69,6924
97598,314,315,6924
97599,186,212,6924
97600,82,201,6925
97601,31,62,6925
97602,22,64,6925
97603,263,267,6925
97604,290,317,6925
97605,290,317,6926
97606,82,201,6926
97607,22,64,6926
97608,31,62,6926
97609,314,315,6926
97610,297,315,6927
97611,31,62,6927
97612,22,64,6927
97613,10,279,6928
97614,82,201,6929
97615,80,253,6929
97616,31,62,6929
97617,22,42,6929
97618,297,315,6929
97619,297,315,6930
97620,31,62,6930
97621,62,144,6931
97622,10,279,6931
97623,62,144,6932
97624,133,284,6932
97625,69,232,6932
97626,93,139,6932
97627,128,258,6933
97628,11,87,6933
97629,69,232,6933
97630,290,317,6933
97631,128,258,6934
97632,212,219,6934
97633,10,279,6935
97634,272,285,6935
97635,212,219,6935
97636,42,69,6935
97637,93,139,6935
97638,210,259,6935
97639,186,212,6935
97640,290,317,6935
97641,290,317,6936
97642,186,212,6936
97643,133,284,6936
97644,31,144,6937
97645,69,232,6937
97646,290,317,6938
97647,69,232,6938
97648,128,258,6938
97649,80,93,6938
97650,67,236,6938
97651,128,258,6939
97652,133,284,6939
97653,290,317,6939
97654,80,93,6939
97655,290,317,6940
97656,80,93,6940
97657,212,219,6940
97658,290,317,6941
97659,69,232,6941
97660,133,284,6941
97661,93,253,6941
97662,80,93,6941
97663,290,317,6942
97664,47,283,6942
97665,69,232,6942
97666,112,243,6942
97667,80,93,6943
97668,133,284,6944
97669,212,219,6944
97670,290,317,6944
97671,133,284,6945
97672,126,128,6945
97673,290,317,6945
97674,272,285,6945
97675,31,62,6945
97676,126,128,6946
97677,112,243,6947
97678,69,232,6947
97679,290,317,6948
97680,133,284,6948
97681,128,258,6948
97682,208,216,6948
97683,128,258,6949
97684,290,317,6949
97685,80,93,6949
97686,133,284,6949
97687,47,283,6949
97688,133,284,6950
97689,47,283,6950
97690,80,93,6951
97691,133,284,6951
97692,100,137,6953
97693,62,144,6953
97694,290,317,6953
97695,31,144,6953
97696,290,317,6954
97697,93,253,6954
97698,133,284,6954
97699,302,307,6955
97700,176,279,6955
97701,62,144,6955
97702,104,108,6955
97703,112,243,6955
97704,69,232,6956
97705,112,243,6956
97706,31,62,6956
97707,80,93,6956
97708,45,116,6956
97709,69,232,6957
97710,290,317,6958
97711,176,279,6958
97712,31,62,6958
97713,290,317,6959
97714,42,232,6959
97715,133,284,6959
97716,31,62,6960
97717,22,64,6960
97718,10,279,6960
97719,69,232,6960
97720,290,317,6961
97721,22,42,6961
97722,62,159,6961
97723,302,307,6961
97724,290,317,6962
97725,110,181,6962
97726,10,279,6962
97727,69,232,6963
97728,93,253,6963
97729,22,42,6963
97730,10,279,6963
97731,290,317,6963
97732,290,317,6964
97733,31,62,6964
97734,22,42,6964
97735,10,279,6964
97736,100,137,6964
97737,290,317,6965
97738,82,201,6965
97739,93,253,6965
97740,290,317,6966
97741,85,126,6966
97742,290,317,6967
97743,69,232,6967
97744,172,181,6967
97745,112,205,6968
97746,104,108,6968
97747,133,284,6968
97748,100,137,6969
97749,290,317,6969
97750,106,205,6970
97751,31,62,6970
97752,112,205,6970
97753,290,317,6970
97754,93,253,6971
97755,133,152,6972
97756,290,317,6972
97757,290,317,6973
97758,10,279,6974
97759,6,62,6974
97760,133,284,6974
97761,69,232,6975
97762,42,69,6975
97763,10,279,6975
97764,10,279,6976
97765,290,317,6977
97766,10,279,6977
97767,80,253,6977
97768,80,93,6977
97769,251,280,6977
97770,69,232,6978
97771,80,253,6978
97772,212,219,6978
97773,186,212,6978
97774,80,93,6978
97775,31,62,6979
97776,69,232,6979
97777,10,279,6979
97778,290,317,6979
97779,10,279,6980
97780,110,181,6980
97781,290,317,6980
97782,31,62,6980
97783,69,232,6980
97784,290,317,6981
97785,10,279,6981
97786,10,279,6982
97787,110,181,6982
97788,69,232,6982
97789,299,306,6983
97790,42,69,6983
97791,10,279,6983
97792,112,205,6983
97793,110,181,6983
97794,138,152,6983
97795,251,280,6983
97796,104,275,6983
97797,290,317,6984
97798,159,171,6984
97799,110,181,6984
97800,104,108,6984
97801,6,28,6985
97802,6,62,6985
97803,110,181,6985
97804,31,62,6985
97805,69,232,6986
97806,215,285,6986
97807,10,279,6986
97808,80,93,6986
97809,69,232,6987
97810,172,181,6987
97811,104,108,6987
97812,215,285,6987
97813,10,279,6987
97814,42,64,6988
97815,215,285,6988
97816,110,181,6988
97817,186,212,6988
97818,31,62,6988
97819,215,285,6989
97820,10,279,6989
97821,290,317,6989
97822,71,245,6989
97823,186,212,6989
97824,31,62,6989
97825,215,285,6990
97826,138,152,6990
97827,110,181,6990
97828,104,275,6990
97829,67,236,6990
97830,104,108,6991
97831,85,126,6991
97832,215,285,6991
97833,128,258,6991
97834,290,317,6991
97835,133,284,6992
97836,215,285,6992
97837,106,205,6992
97838,133,284,6993
97839,31,62,6993
97840,104,108,6993
97841,85,126,6993
97842,215,285,6994
97843,85,126,6994
97844,101,111,6994
97845,186,212,6994
97846,6,71,6994
97847,104,108,6994
97848,44,50,6994
97849,209,255,6995
97850,6,71,6995
97851,133,284,6995
97852,31,62,6995
97853,297,315,6995
97854,42,69,6996
97855,297,315,6996
97856,44,50,6996
97857,290,317,6996
97858,69,232,6996
97859,104,108,6996
97860,85,126,6996
97861,128,258,6996
97862,144,159,6996
97863,112,243,6996
97864,69,232,6997
97865,223,283,6997
97866,11,87,6997
97867,42,69,6997
97868,6,71,6997
97869,290,317,6998
97870,251,280,6998
97871,299,306,6998
97872,69,232,6998
97873,186,212,6998
97874,133,284,6998
97875,251,280,6999
97876,42,69,6999
97877,112,243,6999
97878,100,137,6999
97879,69,232,6999
97880,44,50,6999
97881,11,87,6999
97882,251,280,7000
97883,290,317,7000
97884,82,201,7000
97885,69,232,7000
97886,109,132,7000
97887,42,69,7001
97888,44,50,7001
97889,133,284,7001
97890,133,284,7002
97891,31,62,7002
97892,44,50,7002
97893,22,69,7002
97894,80,93,7002
97895,67,236,7003
97896,31,62,7003
97897,290,317,7003
97898,44,50,7003
97899,82,201,7004
97900,42,69,7005
97901,82,201,7005
97902,44,50,7005
97903,133,284,7005
97904,209,255,7005
97905,251,280,7005
97906,290,317,7005
97907,290,317,7006
97908,299,306,7006
97909,44,50,7006
97910,50,72,7006
97911,133,284,7007
97912,290,317,7007
97913,3,215,7007
97914,128,258,7007
97915,209,255,7007
97916,67,236,7007
97917,44,50,7007
97918,80,93,7007
97919,159,160,7007
97920,3,215,7008
97921,299,306,7008
97922,3,285,7008
97923,44,111,7008
97924,209,255,7008
97925,290,317,7008
97926,73,111,7009
97927,251,280,7009
97928,80,93,7009
97929,3,215,7009
97930,215,285,7009
97931,44,50,7009
97932,80,253,7009
97933,133,284,7009
97934,290,317,7009
97935,290,317,7010
97936,186,212,7010
97937,42,69,7011
97938,28,171,7011
97939,104,108,7011
97940,133,284,7011
97941,133,284,7012
97942,69,232,7012
97943,80,93,7012
97944,128,277,7012
97945,44,50,7013
97946,251,280,7013
97947,11,87,7013
97948,42,69,7013
97949,212,219,7013
97950,251,280,7014
97951,299,306,7014
97952,186,212,7014
97953,133,284,7014
97954,11,87,7014
97955,44,50,7014
97956,290,317,7014
97957,251,280,7015
97958,299,306,7015
97959,133,284,7015
97960,112,205,7015
97961,44,50,7015
97962,290,317,7016
97963,133,284,7017
97964,251,280,7017
97965,42,69,7017
97966,44,50,7018
97967,290,317,7018
97968,80,93,7018
97969,299,306,7018
97970,106,252,7019
97971,290,317,7019
97972,80,93,7019
97973,44,50,7019
97974,104,108,7019
97975,42,69,7020
97976,44,50,7020
97977,67,236,7020
97978,10,279,7021
97979,67,236,7021
97980,290,317,7021
97981,297,315,7021
97982,186,212,7021
97983,42,69,7021
97984,50,72,7022
97985,44,50,7022
97986,133,284,7022
97987,11,87,7022
97988,297,315,7022
97989,186,212,7023
97990,82,201,7023
97991,293,294,7023
97992,44,50,7023
97993,42,69,7023
97994,133,284,7023
97995,50,72,7023
97996,215,272,7023
97997,6,71,7023
97998,67,236,7023
97999,106,252,7023
98000,73,111,7024
98001,297,315,7024
98002,186,212,7024
98003,106,252,7024
98004,290,317,7025
98005,293,294,7025
98006,297,315,7025
98007,42,69,7025
98008,133,284,7025
98009,44,50,7025
98010,6,171,7026
98011,215,272,7026
98012,133,284,7026
98013,82,242,7026
98014,44,50,7026
98015,80,253,7026
98016,293,294,7026
98017,297,315,7027
98018,42,69,7027
98019,112,205,7027
98020,44,50,7027
98021,133,284,7027
98022,82,201,7027
98023,44,50,7028
98024,144,171,7028
98025,290,317,7028
98026,82,201,7028
98027,106,252,7028
98028,290,317,7029
98029,133,284,7029
98030,67,236,7029
98031,106,252,7029
98032,6,71,7030
98033,44,50,7030
98034,290,317,7031
98035,44,50,7031
98036,297,315,7031
98037,42,69,7031
98038,133,284,7031
98039,67,236,7031
98040,106,252,7032
98041,290,317,7032
98042,112,243,7032
98043,44,50,7032
98044,73,111,7032
98045,80,93,7033
98046,293,307,7033
98047,299,306,7033
98048,44,50,7033
98049,144,171,7033
98050,159,171,7033
98051,133,284,7033
98052,159,171,7034
98053,31,62,7034
98054,133,284,7034
98055,106,252,7034
98056,297,315,7034
98057,299,306,7034
98058,42,69,7035
98059,11,87,7035
98060,159,171,7035
98061,108,201,7035
98062,106,252,7035
98063,290,317,7035
98064,47,283,7035
98065,133,284,7035
98066,44,50,7035
98067,44,50,7036
98068,299,306,7036
98069,67,236,7036
98070,42,69,7036
98071,133,284,7036
98072,112,205,7036
98073,106,252,7036
98074,159,171,7037
98075,133,284,7038
98076,299,306,7038
98077,104,108,7038
98078,133,284,7039
98079,293,294,7039
98080,112,205,7039
98081,11,87,7039
98082,106,252,7039
98083,104,108,7039
98084,293,302,7039
98085,299,306,7040
98086,290,317,7040
98087,133,284,7040
98088,48,125,7040
98089,293,302,7040
98090,112,205,7040
98091,44,50,7040
98092,290,317,7041
98093,297,315,7041
98094,42,69,7041
98095,44,50,7041
98096,112,205,7041
98097,133,284,7041
98098,293,302,7041
98099,11,87,7041
98100,144,171,7041
98101,48,177,7041
98102,299,306,7041
98103,42,69,7042
98104,133,284,7042
98105,44,50,7042
98106,73,111,7042
98107,82,201,7042
98108,133,284,7043
98109,106,252,7043
98110,44,50,7043
98111,80,93,7043
98112,161,272,7043
98113,64,69,7043
98114,96,215,7043
98115,297,315,7043
98116,177,270,7043
98117,290,317,7043
98118,42,69,7043
98119,11,87,7043
98120,125,270,7044
98121,133,284,7044
98122,290,317,7044
98123,177,270,7044
98124,64,69,7044
98125,112,243,7044
98126,48,125,7044
98127,247,285,7044
98128,3,272,7044
98129,106,252,7045
98130,290,317,7045
98131,299,306,7045
98132,133,284,7045
98133,3,96,7045
98134,299,306,7046
98135,42,69,7046
98136,186,212,7046
98137,112,243,7046
98138,106,252,7046
98139,80,93,7047
98140,73,189,7047
98141,80,144,7047
98142,299,306,7047
98143,106,252,7047
98144,80,253,7047
98145,3,272,7047
98146,47,283,7047
98147,112,243,7047
98148,67,236,7047
98149,186,212,7048
98150,290,317,7048
98151,80,93,7048
98152,106,252,7048
98153,125,177,7048
98154,96,285,7048
98155,80,144,7048
98156,125,270,7049
98157,133,284,7049
98158,42,69,7049
98159,82,201,7049
98160,100,137,7049
98161,106,252,7049
98162,209,255,7049
98163,64,69,7049
98164,293,302,7049
98165,96,285,7049
98166,106,252,7050
98167,133,284,7050
98168,299,306,7050
98169,290,317,7050
98170,186,212,7050
98171,297,315,7050
98172,80,253,7051
98173,106,252,7051
98174,133,284,7051
98175,299,306,7051
98176,31,62,7051
98177,4,19,7051
98178,293,294,7051
98179,96,285,7052
98180,62,159,7052
98181,4,16,7052
98182,290,306,7052
98183,186,212,7052
98184,128,258,7052
98185,42,69,7052
98186,16,30,7052
98187,290,317,7052
98188,85,126,7052
98189,96,285,7053
98190,16,30,7053
98191,290,317,7053
98192,293,294,7053
98193,31,171,7053
98194,106,112,7053
98195,106,137,7053
98196,42,69,7053
98197,4,30,7053
98198,11,87,7053
98199,64,102,7053
98200,104,275,7053
98201,106,112,7054
98202,290,317,7054
98203,96,285,7054
98204,80,253,7054
98205,74,171,7054
98206,100,137,7054
98207,133,284,7054
98208,299,306,7055
98209,212,219,7055
98210,42,258,7055
98211,290,317,7055
98212,29,209,7055
98213,297,315,7055
98214,293,294,7055
98215,106,112,7055
98216,80,144,7055
98217,217,308,7056
98218,106,112,7056
98219,4,19,7056
98220,80,144,7056
98221,293,294,7056
98222,51,139,7056
98223,80,180,7056
98224,136,212,7056
98225,109,132,7056
98226,299,306,7056
98227,64,275,7056
98228,96,285,7057
98229,73,111,7057
98230,42,69,7057
98231,110,181,7057
98232,44,50,7057
98233,6,139,7057
98234,4,19,7058
98235,299,306,7058
98236,5,82,7058
98237,64,102,7058
98238,172,181,7058
98239,106,112,7058
98240,109,132,7058
98241,73,111,7058
98242,16,30,7058
98243,136,212,7058
98244,133,284,7058
98245,110,181,7058
98246,42,250,7058
98247,64,137,7058
98248,44,50,7058
98249,205,252,7058
98250,293,295,7059
98251,5,102,7059
98252,16,30,7059
98253,5,82,7059
98254,4,19,7059
98255,172,181,7059
98256,100,112,7059
98257,106,112,7059
98258,4,16,7059
98259,205,252,7059
98260,82,102,7059
98261,4,200,7059
98262,4,19,7060
98263,205,252,7060
98264,44,50,7060
98265,4,16,7060
98266,133,284,7060
98267,5,82,7060
98268,133,284,7061
98269,42,250,7061
98270,4,19,7061
98271,172,181,7061
98272,295,323,7061
98273,4,16,7061
98274,299,306,7061
98275,136,212,7061
98276,186,212,7061
98277,51,64,7062
98278,4,19,7062
98279,172,181,7062
98280,62,171,7062
98281,88,122,7062
98282,212,280,7062
98283,300,304,7062
98284,171,245,7062
98285,74,88,7062
98286,71,139,7062
98287,4,16,7063
98288,16,200,7063
98289,67,201,7063
98290,186,212,7063
98291,120,289,7063
98292,136,251,7064
98293,212,280,7064
98294,120,289,7064
98295,99,159,7064
98296,16,200,7064
98297,300,304,7064
98298,159,171,7064
98299,205,252,7064
98300,67,201,7064
98301,300,304,7065
98302,67,201,7065
98303,205,252,7065
98304,69,232,7065
98305,295,323,7065
98306,7,113,7065
98307,205,252,7066
98308,104,275,7066
98309,200,300,7066
98310,138,152,7066
98311,290,317,7066
98312,194,250,7066
98313,205,252,7067
98314,159,171,7067
98315,194,250,7068
98316,62,116,7068
98317,189,190,7068
98318,159,304,7068
98319,290,306,7068
98320,45,62,7068
98321,295,323,7068
98322,44,50,7068
98323,290,317,7068
98324,73,111,7068
98325,106,275,7068
98326,45,116,7068
98327,74,171,7069
98328,115,172,7069
98329,194,250,7069
98330,189,190,7069
98331,290,317,7069
98332,159,171,7069
98333,67,201,7069
98334,106,243,7069
98335,205,252,7069
98336,186,212,7069
98337,247,277,7070
98338,78,194,7070
98339,45,116,7070
98340,141,268,7070
98341,133,152,7070
98342,141,212,7070
98343,172,212,7071
98344,16,30,7071
98345,138,152,7071
98346,172,305,7071
98347,69,232,7071
98348,247,277,7071
98349,133,152,7071
98350,194,250,7071
98351,7,117,7071
98352,295,323,7071
98353,100,112,7071
98354,67,201,7071
98355,11,87,7072
98356,67,201,7072
98357,290,317,7072
98358,247,277,7072
98359,300,304,7072
98360,7,186,7073
98361,74,99,7073
98362,205,252,7073
98363,295,323,7073
98364,45,116,7073
98365,44,50,7074
98366,205,252,7074
98367,290,317,7074
98368,78,250,7074
98369,4,289,7074
98370,110,115,7074
98371,7,186,7074
98372,64,82,7075
98373,293,294,7075
98374,290,317,7075
98375,110,115,7075
98376,7,186,7076
98377,293,294,7076
98378,16,74,7076
98379,290,317,7076
98380,104,275,7077
98381,45,116,7077
98382,295,308,7077
98383,19,178,7077
98384,138,305,7077
98385,290,317,7077
98386,205,252,7078
98387,7,186,7078
98388,7,185,7078
98389,5,102,7078
98390,293,294,7078
98391,104,275,7078
98392,45,116,7079
98393,11,87,7079
98394,73,111,7079
98395,110,172,7079
98396,290,317,7079
98397,308,323,7079
98398,82,201,7079
98399,88,178,7080
98400,290,317,7080
98401,34,178,7080
98402,293,294,7080
98403,205,252,7080
98404,141,268,7080
98405,73,111,7080
98406,11,87,7081
98407,290,317,7081
98408,106,252,7082
98409,11,87,7082
98410,7,186,7082
98411,112,137,7082
98412,290,317,7082
98413,141,268,7082
98414,44,50,7082
98415,5,82,7082
98416,110,172,7082
98417,215,285,7082
98418,69,232,7082
98419,112,137,7083
98420,141,268,7083
98421,34,178,7083
98422,44,50,7083
98423,290,317,7083
98424,11,87,7083
98425,205,252,7083
98426,205,252,7084
98427,45,116,7084
98428,44,50,7084
98429,112,243,7084
98430,141,268,7084
98431,125,270,7084
98432,290,317,7084
98433,82,104,7084
98434,110,141,7084
98435,7,186,7084
98436,11,87,7085
98437,110,172,7085
98438,7,219,7085
98439,104,275,7085
98440,82,242,7085
98441,290,317,7085
98442,44,50,7085
98443,205,252,7085
98444,45,116,7085
98445,141,268,7085
98446,104,201,7086
98447,104,108,7086
98448,82,104,7086
98449,106,112,7086
98450,194,250,7086
98451,69,232,7086
98452,87,153,7086
98453,110,172,7086
98454,205,252,7086
98455,7,185,7086
98456,290,317,7087
98457,7,219,7087
98458,34,178,7087
98459,138,305,7087
98460,82,201,7087
98461,205,252,7087
98462,110,172,7087
98463,85,252,7087
98464,141,268,7087
98465,104,201,7087
98466,247,282,7087
98467,7,186,7087
98468,194,250,7087
98469,11,87,7087
98470,112,205,7087
98471,44,50,7087
98472,104,201,7088
98473,110,172,7088
98474,194,250,7088
98475,11,87,7088
98476,293,294,7088
